01:41:51 [INFO] Opening target process: csgo.exe
01:41:51 [INFO] Starting signature scanning: 58 items
01:41:51 [INFO] Found signature: dwClientState => 0x59F19C
01:41:51 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
01:41:51 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
01:41:51 [INFO] Found signature: dwClientState_Map => 0x28C
01:41:51 [INFO] Found signature: dwClientState_MapDirectory => 0x188
01:41:51 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
01:41:51 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
01:41:52 [INFO] Found signature: dwClientState_State => 0x108
01:41:52 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
01:41:52 [INFO] Found signature: clientstate_delta_ticks => 0x174
01:41:52 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
01:41:52 [INFO] Found signature: clientstate_choked_commands => 0x4D30
01:41:52 [INFO] Found signature: clientstate_net_channel => 0x9C
01:41:52 [INFO] Found signature: dwEntityList => 0x4DFFFB4
01:41:52 [INFO] Found signature: dwForceAttack => 0x322DDEC
01:41:52 [INFO] Found signature: dwForceAttack2 => 0x322DDF8
01:41:52 [INFO] Found signature: dwForceBackward => 0x322DE40
01:41:52 [INFO] Found signature: dwForceForward => 0x322DE34
01:41:52 [INFO] Found signature: dwForceJump => 0x52BBD48
01:41:52 [INFO] Found signature: dwForceLeft => 0x322DE4C
01:41:52 [INFO] Found signature: dwForceRight => 0x322DDB0
01:41:52 [INFO] Found signature: dwGameDir => 0x63AD80
01:41:52 [INFO] Found signature: dwGameRulesProxy => 0x532F56C
01:41:52 [INFO] Found signature: dwGetAllClasses => 0xE0BF8C
01:41:52 [INFO] Found signature: dwGlobalVars => 0x59EE60
01:41:52 [INFO] Found signature: dwGlowObjectManager => 0x535AA70
01:41:52 [INFO] Found signature: dwInput => 0x525D588
01:41:52 [INFO] Found signature: dwInterfaceLinkList => 0x99C224
01:41:52 [INFO] Found signature: dwLocalPlayer => 0xDEA964
01:41:52 [INFO] Found signature: dwMouseEnable => 0x52391E8
01:41:52 [INFO] Found signature: dwMouseEnablePtr => 0x52391B8
01:41:52 [INFO] Found signature: dwPlayerResource => 0x322C160
01:41:52 [INFO] Found signature: dwRadarBase => 0x5236A8C
01:41:52 [INFO] Found signature: dwSensitivity => 0xDEEB80
01:41:52 [INFO] Found signature: dwSensitivityPtr => 0xDEEB80
01:41:52 [INFO] Found signature: dwSetClanTag => 0x8DA80
01:41:52 [INFO] Found signature: dwViewMatrix => 0x4DF0DE4
01:41:52 [INFO] Found signature: dwWeaponTable => 0x525E664
01:41:52 [INFO] Found signature: dwWeaponTableIndex => 0x326C
01:41:52 [INFO] Found signature: dwYawPtr => 0xDEE910
01:41:52 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDF4380
01:41:52 [INFO] Found signature: dwbSendPackets => 0xDD2B2
01:41:52 [INFO] Found signature: dwppDirect3DDevice9 => 0xA62C0
01:41:52 [INFO] Found signature: m_pStudioHdr => 0x2950
01:41:52 [INFO] Found signature: m_yawClassPtr => 0xDEE910
01:41:52 [INFO] Found signature: m_pitchClassPtr => 0x52390E0
01:41:52 [INFO] Found signature: interface_engine_cvar => 0x3FA9C
01:41:52 [INFO] Found signature: convar_name_hash_table => 0x301A0
01:41:52 [INFO] Found signature: m_bDormant => 0xED
01:41:52 [INFO] Found signature: model_ambient_min => 0x5A1194
01:41:52 [INFO] Found signature: set_abs_angles => 0x1E76F0
01:41:52 [INFO] Found signature: set_abs_origin => 0x1E7530
01:41:52 [INFO] Found signature: is_c4_owner => 0x3E6F10
01:41:52 [INFO] Found signature: force_update_spectator_glow => 0x3D96FA
01:41:52 [INFO] Found signature: anim_overlays => 0x2990
01:41:52 [INFO] Found signature: m_flSpawnTime => 0x103C0
01:41:52 [INFO] Found signature: find_hud_element => 0x23AA0090
01:41:52 [INFO] Found signature: m_bIsLocalPlayer => 0x3628
01:41:52 [INFO] Finished signature scanning: 58/58 items successful
01:41:52 [INFO] Starting netvar scanning: 94 items
01:41:52 [INFO] Found netvar: m_ArmorValue => 0x117CC
01:41:52 [INFO] Found netvar: m_Collision => 0x320
01:41:52 [INFO] Found netvar: m_CollisionGroup => 0x474
01:41:52 [INFO] Found netvar: m_Local => 0x2FCC
01:41:52 [INFO] Found netvar: m_MoveType => 0x25B
01:41:52 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
01:41:52 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
01:41:52 [INFO] Found netvar: m_aimPunchAngle => 0x303C
01:41:52 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
01:41:52 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
01:41:52 [INFO] Found netvar: m_bHasDefuser => 0x117DC
01:41:52 [INFO] Found netvar: m_bHasHelmet => 0x117C0
01:41:52 [INFO] Found netvar: m_bInReload => 0x3248
01:41:52 [INFO] Found netvar: m_bIsDefusing => 0x997C
01:41:52 [INFO] Found netvar: m_bIsScoped => 0x9974
01:41:52 [INFO] Found netvar: m_bSpotted => 0x93D
01:41:52 [INFO] Found netvar: m_bSpottedByMask => 0x980
01:41:52 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
01:41:52 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
01:41:52 [INFO] Found netvar: m_fFlags => 0x104
01:41:52 [INFO] Found netvar: m_hViewModel => 0x3308
01:41:52 [INFO] Found netvar: m_flFallbackWear => 0x31E0
01:41:52 [INFO] Found netvar: m_flFlashDuration => 0x10470
01:41:52 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
01:41:52 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
01:41:52 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
01:41:52 [INFO] Found netvar: m_hMyWeapons => 0x2F08
01:41:52 [INFO] Found netvar: m_hObserverTarget => 0x339C
01:41:52 [INFO] Found netvar: m_hOwner => 0x29DC
01:41:52 [INFO] Found netvar: m_hOwnerEntity => 0x14C
01:41:52 [INFO] Found netvar: m_iAccountID => 0x2FD8
01:41:52 [INFO] Found netvar: m_iClip1 => 0x3274
01:41:52 [INFO] Found netvar: m_zoomLevel => 0x33E0
01:41:52 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
01:41:52 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
01:41:52 [INFO] Found netvar: m_iCrosshairId => 0x117DC
01:41:52 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
01:41:52 [INFO] Found netvar: m_iFOVStart => 0x31F8
01:41:52 [INFO] Found netvar: m_iGlowIndex => 0x10470
01:41:52 [INFO] Found netvar: m_iHealth => 0x100
01:41:52 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
01:41:52 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
01:41:52 [INFO] Found netvar: m_iObserverMode => 0x3388
01:41:52 [INFO] Found netvar: m_iShotsFired => 0x103E0
01:41:52 [INFO] Found netvar: m_iState => 0x3268
01:41:52 [INFO] Found netvar: m_iTeamNum => 0xF4
01:41:52 [INFO] Found netvar: m_lifeState => 0x25F
01:41:52 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
01:41:52 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
01:41:52 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
01:41:52 [INFO] Found netvar: m_iDefaultFOV => 0x333C
01:41:52 [INFO] Found netvar: m_iFOV => 0x31F4
01:41:52 [INFO] Found netvar: m_nForceBone => 0x268C
01:41:52 [INFO] Found netvar: m_nTickBase => 0x3440
01:41:52 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
01:41:52 [INFO] Found netvar: m_szCustomName => 0x304C
01:41:52 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
01:41:52 [INFO] Found netvar: m_vecOrigin => 0x138
01:41:52 [INFO] Found netvar: m_vecVelocity => 0x114
01:41:52 [INFO] Found netvar: m_vecViewOffset => 0x108
01:41:52 [INFO] Found netvar: m_viewPunchAngle => 0x3030
01:41:52 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
01:41:52 [INFO] Found netvar: m_clrRender => 0x70
01:41:52 [INFO] Found netvar: m_bBombTicking => 0x2990
01:41:52 [INFO] Found netvar: m_bBombDefused => 0x29C0
01:41:52 [INFO] Found netvar: m_flC4Blow => 0x29A0
01:41:52 [INFO] Found netvar: m_hBombDefuser => 0x29C4
01:41:52 [INFO] Found netvar: m_flTimerLength => 0x29A4
01:41:52 [INFO] Found netvar: m_flDefuseLength => 0x29B8
01:41:52 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
01:41:52 [INFO] Found netvar: m_nBombSite => 0x2994
01:41:52 [INFO] Found netvar: cs_gamerules_data => 0x0
01:41:52 [INFO] Found netvar: m_SurvivalRules => 0xD00
01:41:52 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
01:41:52 [INFO] Found netvar: m_bIsValveDS => 0x7C
01:41:52 [INFO] Found netvar: m_bFreezePeriod => 0x20
01:41:52 [INFO] Found netvar: m_bBombPlanted => 0x9A5
01:41:52 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
01:41:52 [INFO] Found netvar: m_flSimulationTime => 0x268
01:41:52 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
01:41:52 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
01:41:52 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
01:41:52 [INFO] Found netvar: m_flNextAttack => 0x2D80
01:41:52 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
01:41:52 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
01:41:52 [INFO] Found netvar: m_bStartedArming => 0x3400
01:41:52 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
01:41:52 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
01:41:52 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
01:41:52 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
01:41:52 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
01:41:52 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
01:41:52 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
01:41:52 [INFO] Found netvar: m_nModelIndex => 0x258
01:41:52 [INFO] Finished netvar scanning: 94/94 items successful
